Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations"
Mozambique,MOZ,2020-08-01,39.14286,
Mozambique,MOZ,2020-08-02,41.57143,
Mozambique,MOZ,2020-08-03,39.57143,
Mozambique,MOZ,2020-08-04,38.85714,
Mozambique,MOZ,2020-08-05,44.14286,
Mozambique,MOZ,2020-08-06,47.28571,
Mozambique,MOZ,2020-08-07,44.57143,
Mozambique,MOZ,2020-08-08,49.85714,
Mozambique,MOZ,2020-08-09,47.71429,
Mozambique,MOZ,2020-08-10,46.14286,
Mozambique,MOZ,2020-08-11,62.57143,
Mozambique,MOZ,2020-08-12,64.57143,
Mozambique,MOZ,2020-08-13,68.57143,
Mozambique,MOZ,2020-08-14,74,
Mozambique,MOZ,2020-08-15,70.71429,
Mozambique,MOZ,2020-08-16,78.57143,
Mozambique,MOZ,2020-08-17,83.71429,
Mozambique,MOZ,2020-08-18,71.85714,
Mozambique,MOZ,2020-08-19,61.85714,
Mozambique,MOZ,2020-08-20,69.42857,
Mozambique,MOZ,2020-08-21,68.14286,
Mozambique,MOZ,2020-08-22,69.57143,
Mozambique,MOZ,2020-08-23,73.28571,
Mozambique,MOZ,2020-08-24,77.14286,
Mozambique,MOZ,2020-08-25,75.14286,
Mozambique,MOZ,2020-08-26,84.85714,
Mozambique,MOZ,2020-08-27,77.85714,
Mozambique,MOZ,2020-08-28,76.57143,
Mozambique,MOZ,2020-08-29,71.71429,
Mozambique,MOZ,2020-08-30,65.14286,
Mozambique,MOZ,2020-08-31,60.85714,
Mozambique,MOZ,2020-09-01,68,
Mozambique,MOZ,2020-09-02,75.85714,
Mozambique,MOZ,2020-09-03,75.28571,
Mozambique,MOZ,2020-09-04,79.42857,
Mozambique,MOZ,2020-09-05,81.14286,
Mozambique,MOZ,2020-09-06,83,
Mozambique,MOZ,2020-09-07,89,
Mozambique,MOZ,2020-09-08,91.57143,
Mozambique,MOZ,2020-09-09,86.85714,
Mozambique,MOZ,2020-09-10,92.42857,
Mozambique,MOZ,2020-09-11,89.28571,
Mozambique,MOZ,2020-09-12,93.28571,
Mozambique,MOZ,2020-09-13,99.85714,
Mozambique,MOZ,2020-09-14,117.85714,
Mozambique,MOZ,2020-09-15,132.14286,
Mozambique,MOZ,2020-09-16,152.28571,
Mozambique,MOZ,2020-09-17,175.71429,
Mozambique,MOZ,2020-09-18,189.85714,
Mozambique,MOZ,2020-09-19,192.28571,
Mozambique,MOZ,2020-09-20,213.85714,
Mozambique,MOZ,2020-09-21,214.57143,
Mozambique,MOZ,2020-09-22,204.28571,
Mozambique,MOZ,2020-09-23,200.14286,
Mozambique,MOZ,2020-09-24,181.14286,
Mozambique,MOZ,2020-09-25,176.85714,
Mozambique,MOZ,2020-09-26,189.28571,
Mozambique,MOZ,2020-09-27,174.28571,
Mozambique,MOZ,2020-09-28,173.14286,
Mozambique,MOZ,2020-09-29,196.57143,
Mozambique,MOZ,2020-09-30,206,
Mozambique,MOZ,2020-10-01,209.42857,
Mozambique,MOZ,2020-10-02,212.71429,
Mozambique,MOZ,2020-10-03,198.57143,
Mozambique,MOZ,2020-10-04,184.57143,
Mozambique,MOZ,2020-10-05,173.28571,
Mozambique,MOZ,2020-10-06,144,
Mozambique,MOZ,2020-10-07,120.28571,
Mozambique,MOZ,2020-10-08,109.42857,
Mozambique,MOZ,2020-10-09,107.28571,
Mozambique,MOZ,2020-10-10,109,
Mozambique,MOZ,2020-10-11,113.57143,
Mozambique,MOZ,2020-10-12,115,
Mozambique,MOZ,2020-10-13,113.14286,
Mozambique,MOZ,2020-10-14,122.85714,
Mozambique,MOZ,2020-10-15,128.28571,
Mozambique,MOZ,2020-10-16,128.28571,
Mozambique,MOZ,2020-10-17,124.28571,
Mozambique,MOZ,2020-10-18,123.28571,
Mozambique,MOZ,2020-10-19,123.57143,
Mozambique,MOZ,2020-10-20,141.71429,
Mozambique,MOZ,2020-10-21,133.14286,
Myanmar,MMR,2020-03-26,1,
Myanmar,MMR,2020-03-27,1.25,
Myanmar,MMR,2020-03-28,1,
Myanmar,MMR,2020-03-29,1.33333,
Myanmar,MMR,2020-03-30,1.14286,
Myanmar,MMR,2020-03-31,1.71429,
Myanmar,MMR,2020-04-01,1.71429,
Myanmar,MMR,2020-04-02,1.85714,
Myanmar,MMR,2020-04-03,2.14286,
Myanmar,MMR,2020-04-04,2.14286,
Myanmar,MMR,2020-04-05,1.85714,
Myanmar,MMR,2020-04-06,1.85714,
Myanmar,MMR,2020-04-07,1.14286,
Myanmar,MMR,2020-04-08,1,
Myanmar,MMR,2020-04-09,0.85714,
Myanmar,MMR,2020-04-10,1,
Myanmar,MMR,2020-04-11,1.14286,
Myanmar,MMR,2020-04-12,1.42857,
Myanmar,MMR,2020-04-13,2.85714,
Myanmar,MMR,2020-04-14,5.71429,
Myanmar,MMR,2020-04-15,7.42857,
Myanmar,MMR,2020-04-16,7.42857,
Myanmar,MMR,2020-04-17,8.28571,
Myanmar,MMR,2020-04-18,9.42857,
Myanmar,MMR,2020-04-19,10.85714,
Myanmar,MMR,2020-04-20,10,
Myanmar,MMR,2020-04-21,8.14286,
Myanmar,MMR,2020-04-22,6.71429,
Myanmar,MMR,2020-04-23,7.57143,
Myanmar,MMR,2020-04-24,6.71429,
Myanmar,MMR,2020-04-25,7.14286,
Myanmar,MMR,2020-04-26,5.57143,
Myanmar,MMR,2020-04-27,5,
Myanmar,MMR,2020-04-28,3.85714,
Myanmar,MMR,2020-04-29,4.14286,
Myanmar,MMR,2020-04-30,3.28571,
Myanmar,MMR,2020-05-01,2.71429,
Myanmar,MMR,2020-05-02,1,
Myanmar,MMR,2020-05-03,0.71429,
Myanmar,MMR,2020-05-04,1.28571,
Myanmar,MMR,2020-05-05,2.14286,
Myanmar,MMR,2020-05-06,1.57143,
Myanmar,MMR,2020-05-07,1.71429,
Myanmar,MMR,2020-05-08,3.57143,
Myanmar,MMR,2020-05-09,3.71429,
Myanmar,MMR,2020-05-10,3.85714,
Myanmar,MMR,2020-05-11,3.57143,
Myanmar,MMR,2020-05-12,2.71429,
Myanmar,MMR,2020-05-13,2.71429,
Myanmar,MMR,2020-05-14,2.71429,
Myanmar,MMR,2020-05-15,0.71429,
Myanmar,MMR,2020-05-16,0.71429,
Myanmar,MMR,2020-05-17,0.57143,
Myanmar,MMR,2020-05-18,1,
Myanmar,MMR,2020-05-19,1.57143,
Myanmar,MMR,2020-05-20,1.85714,
Myanmar,MMR,2020-05-21,2.57143,
Myanmar,MMR,2020-05-22,2.57143,
Myanmar,MMR,2020-05-23,2.71429,
Myanmar,MMR,2020-05-24,2.71429,
Myanmar,MMR,2020-05-25,2,
Myanmar,MMR,2020-05-26,1.71429,
Myanmar,MMR,2020-05-27,1.85714,
Myanmar,MMR,2020-05-28,1,
Myanmar,MMR,2020-05-29,1,
Myanmar,MMR,2020-05-30,3.28571,
Myanmar,MMR,2020-05-31,3.28571,
Myanmar,MMR,2020-06-01,3.85714,
Myanmar,MMR,2020-06-02,3.57143,
Myanmar,MMR,2020-06-03,3.85714,
Myanmar,MMR,2020-06-04,4,
Myanmar,MMR,2020-06-05,4.28571,
Myanmar,MMR,2020-06-06,1.71429,
Myanmar,MMR,2020-06-07,2.28571,
Myanmar,MMR,2020-06-08,2.14286,
Myanmar,MMR,2020-06-09,2.28571,
Myanmar,MMR,2020-06-10,1.85714,
Myanmar,MMR,2020-06-11,2.14286,
Myanmar,MMR,2020-06-12,3.57143,
Myanmar,MMR,2020-06-13,3.57143,
Myanmar,MMR,2020-06-14,3,
Myanmar,MMR,2020-06-15,2.71429,
Myanmar,MMR,2020-06-16,2.57143,
Myanmar,MMR,2020-06-17,2.28571,
Myanmar,MMR,2020-06-18,2,
Myanmar,MMR,2020-06-19,3.57143,
Myanmar,MMR,2020-06-20,3.57143,
Myanmar,MMR,2020-06-21,3.71429,
Myanmar,MMR,2020-06-22,4,
Myanmar,MMR,2020-06-23,4.14286,
Myanmar,MMR,2020-06-24,4.28571,
Myanmar,MMR,2020-06-25,4.28571,
Myanmar,MMR,2020-06-26,1,
Myanmar,MMR,2020-06-27,1,
Myanmar,MMR,2020-06-28,1.28571,
Myanmar,MMR,2020-06-29,1.28571,
Myanmar,MMR,2020-06-30,1.14286,
Myanmar,MMR,2020-07-01,1,
Myanmar,MMR,2020-07-02,1.57143,
Myanmar,MMR,2020-07-03,1.57143,
Myanmar,MMR,2020-07-04,1.85714,
Myanmar,MMR,2020-07-05,2.42857,
Myanmar,MMR,2020-07-06,2,
Myanmar,MMR,2020-07-07,2.42857,
Myanmar,MMR,2020-07-08,2.42857,
Myanmar,MMR,2020-07-09,2,
Myanmar,MMR,2020-07-10,2.42857,
Myanmar,MMR,2020-07-11,2.85714,
Myanmar,MMR,2020-07-12,2.42857,
Myanmar,MMR,2020-07-13,2.57143,
Myanmar,MMR,2020-07-14,2.85714,
Myanmar,MMR,2020-07-15,3,
Myanmar,MMR,2020-07-16,2.71429,
Myanmar,MMR,2020-07-17,2.57143,
Myanmar,MMR,2020-07-18,1.85714,
Myanmar,MMR,2020-07-19,1.57143,
Myanmar,MMR,2020-07-20,1.42857,
Myanmar,MMR,2020-07-21,0.71429,
Myanmar,MMR,2020-07-22,0.57143,
Myanmar,MMR,2020-07-23,0.85714,
Myanmar,MMR,2020-07-24,0.57143,
Myanmar,MMR,2020-07-25,1,
Myanmar,MMR,2020-07-26,1.14286,
Myanmar,MMR,2020-07-27,1.28571,
Myanmar,MMR,2020-07-28,1.28571,
Myanmar,MMR,2020-07-29,1.42857,
Myanmar,MMR,2020-07-30,1.42857,
Myanmar,MMR,2020-07-31,1.42857,
Myanmar,MMR,2020-08-01,1,
Myanmar,MMR,2020-08-02,0.57143,
Myanmar,MMR,2020-08-03,0.42857,
Myanmar,MMR,2020-08-04,0.71429,
Myanmar,MMR,2020-08-05,0.71429,
Myanmar,MMR,2020-08-06,0.57143,
Myanmar,MMR,2020-08-07,0.85714,
Myanmar,MMR,2020-08-08,0.85714,
Myanmar,MMR,2020-08-09,0.85714,
Myanmar,MMR,2020-08-10,1,
Myanmar,MMR,2020-08-11,0.71429,
Myanmar,MMR,2020-08-12,0.57143,
Myanmar,MMR,2020-08-13,0.57143,
Myanmar,MMR,2020-08-14,1.42857,
Myanmar,MMR,2020-08-15,2.14286,
Myanmar,MMR,2020-08-16,2.14286,
Myanmar,MMR,2020-08-17,2.14286,
Myanmar,MMR,2020-08-18,2.28571,
Myanmar,MMR,2020-08-19,2.71429,
Myanmar,MMR,2020-08-20,5,
Myanmar,MMR,2020-08-21,5.71429,
Myanmar,MMR,2020-08-22,8.71429,
Myanmar,MMR,2020-08-23,10,
Myanmar,MMR,2020-08-24,12.57143,
Myanmar,MMR,2020-08-25,14,
Myanmar,MMR,2020-08-26,17.85714,
Myanmar,MMR,2020-08-27,27.14286,
Myanmar,MMR,2020-08-28,31.28571,
Myanmar,MMR,2020-08-29,31.57143,
Myanmar,MMR,2020-08-30,43.57143,
Myanmar,MMR,2020-08-31,46.28571,
Myanmar,MMR,2020-09-01,59,
Myanmar,MMR,2020-09-02,62,
Myanmar,MMR,2020-09-03,67.42857,
Myanmar,MMR,2020-09-04,72.14286,
Myanmar,MMR,2020-09-05,80,
Myanmar,MMR,2020-09-06,81.42857,
Myanmar,MMR,2020-09-07,96.71429,
Myanmar,MMR,2020-09-08,103.28571,
Myanmar,MMR,2020-09-09,124.14286,
Myanmar,MMR,2020-09-10,135.85714,
Myanmar,MMR,2020-09-11,161.71429,
Myanmar,MMR,2020-09-12,175.57143,
Myanmar,MMR,2020-09-13,211,
Myanmar,MMR,2020-09-14,221.57143,
Myanmar,MMR,2020-09-15,241.28571,
Myanmar,MMR,2020-09-16,261.28571,
Myanmar,MMR,2020-09-17,269.28571,
Myanmar,MMR,2020-09-18,290.57143,
Myanmar,MMR,2020-09-19,310.85714,
Myanmar,MMR,2020-09-20,352.42857,
Myanmar,MMR,2020-09-21,398.57143,
Myanmar,MMR,2020-09-22,453.14286,
Myanmar,MMR,2020-09-23,474.71429,
Myanmar,MMR,2020-09-24,561.85714,
Myanmar,MMR,2020-09-25,602.28571,
Myanmar,MMR,2020-09-26,641.57143,
Myanmar,MMR,2020-09-27,675.42857,
Myanmar,MMR,2020-09-28,704.14286,
Myanmar,MMR,2020-09-29,737.14286,
Myanmar,MMR,2020-09-30,780.85714,
Myanmar,MMR,2020-10-01,792.28571,
Myanmar,MMR,2020-10-02,838.28571,
Myanmar,MMR,2020-10-03,916.14286,
Myanmar,MMR,2020-10-04,930.28571,
Myanmar,MMR,2020-10-05,1008.57143,
Myanmar,MMR,2020-10-06,1021.42857,
Myanmar,MMR,2020-10-07,1086.85714,
Myanmar,MMR,2020-10-08,1151.42857,
Myanmar,MMR,2020-10-09,1151.71429,
Myanmar,MMR,2020-10-10,1197.28571,
Myanmar,MMR,2020-10-11,1365.85714,
Myanmar,MMR,2020-10-12,1454.28571,
Myanmar,MMR,2020-10-13,1504.71429,
Myanmar,MMR,2020-10-14,1486.28571,
Myanmar,MMR,2020-10-15,1413.14286,
Myanmar,MMR,2020-10-16,1415.14286,
Myanmar,MMR,2020-10-17,1368.85714,
Myanmar,MMR,2020-10-18,1258.71429,
Myanmar,MMR,2020-10-19,1150.14286,
Myanmar,MMR,2020-10-20,1127.28571,
Myanmar,MMR,2020-10-21,1152.14286,
Namibia,NAM,2020-03-17,0.66667,
Namibia,NAM,2020-03-18,0.5,
Namibia,NAM,2020-03-19,0.4,
Namibia,NAM,2020-03-20,0.33333,
Namibia,NAM,2020-03-21,0.42857,
Namibia,NAM,2020-03-22,0.14286,
Namibia,NAM,2020-03-23,0.14286,
Namibia,NAM,2020-03-24,0.14286,
Namibia,NAM,2020-03-25,0.14286,
Namibia,NAM,2020-03-26,0.28571,
Namibia,NAM,2020-03-27,0.85714,
Namibia,NAM,2020-03-28,0.71429,
Namibia,NAM,2020-03-29,0.71429,
Namibia,NAM,2020-03-30,1.14286,
Namibia,NAM,2020-03-31,1.14286,
Namibia,NAM,2020-04-01,1.14286,
Namibia,NAM,2020-04-02,1.28571,
Namibia,NAM,2020-04-03,0.71429,
Namibia,NAM,2020-04-04,0.85714,
Namibia,NAM,2020-04-05,0.85714,
Namibia,NAM,2020-04-06,0.71429,
Namibia,NAM,2020-04-07,0.71429,
Namibia,NAM,2020-04-08,0.71429,
Namibia,NAM,2020-04-09,0.42857,
Namibia,NAM,2020-04-10,0.42857,
Namibia,NAM,2020-04-11,0.28571,
Namibia,NAM,2020-04-12,0.28571,
Namibia,NAM,2020-04-13,0,
Namibia,NAM,2020-04-14,0,
Namibia,NAM,2020-04-15,0,
Namibia,NAM,2020-04-16,0,
Namibia,NAM,2020-04-17,0,
Namibia,NAM,2020-04-18,0,
Namibia,NAM,2020-04-19,0,
Namibia,NAM,2020-04-20,0,
Namibia,NAM,2020-04-21,0,
Namibia,NAM,2020-04-22,0,
Namibia,NAM,2020-04-23,0,
Namibia,NAM,2020-04-24,0,
Namibia,NAM,2020-04-25,0,
Namibia,NAM,2020-04-26,0,
Namibia,NAM,2020-04-27,0,
Namibia,NAM,2020-04-28,0,
Namibia,NAM,2020-04-29,0,
Namibia,NAM,2020-04-30,0,
Namibia,NAM,2020-05-01,0,
Namibia,NAM,2020-05-02,0,
Namibia,NAM,2020-05-03,0,
Namibia,NAM,2020-05-04,0,
Namibia,NAM,2020-05-05,0,
Namibia,NAM,2020-05-06,0,
Namibia,NAM,2020-05-07,0,
Namibia,NAM,2020-05-08,0,
Namibia,NAM,2020-05-09,0,
Namibia,NAM,2020-05-10,0,
Namibia,NAM,2020-05-11,0,
Namibia,NAM,2020-05-12,0,
Namibia,NAM,2020-05-13,0,
Namibia,NAM,2020-05-14,0,
Namibia,NAM,2020-05-15,0,
Namibia,NAM,2020-05-16,0,
Namibia,NAM,2020-05-17,0,
Namibia,NAM,2020-05-18,0,
Namibia,NAM,2020-05-19,0,
Namibia,NAM,2020-05-20,0,
Namibia,NAM,2020-05-21,0,
Namibia,NAM,2020-05-22,0.28571,
Namibia,NAM,2020-05-23,0.42857,
Namibia,NAM,2020-05-24,0.57143,
Namibia,NAM,2020-05-25,0.71429,
Namibia,NAM,2020-05-26,0.71429,
Namibia,NAM,2020-05-27,0.71429,
Namibia,NAM,2020-05-28,0.85714,
Namibia,NAM,2020-05-29,0.57143,
Namibia,NAM,2020-05-30,0.57143,
Namibia,NAM,2020-05-31,0.42857,
Namibia,NAM,2020-06-01,0.42857,
Namibia,NAM,2020-06-02,0.57143,
Namibia,NAM,2020-06-03,0.57143,
Namibia,NAM,2020-06-04,0.42857,
Namibia,NAM,2020-06-05,0.42857,
Namibia,NAM,2020-06-06,0.28571,
Namibia,NAM,2020-06-07,0.85714,
Namibia,NAM,2020-06-08,0.71429,
Namibia,NAM,2020-06-09,0.85714,
Namibia,NAM,2020-06-10,0.85714,
Namibia,NAM,2020-06-11,0.85714,
Namibia,NAM,2020-06-12,0.85714,
Namibia,NAM,2020-06-13,0.85714,
Namibia,NAM,2020-06-14,0.42857,
Namibia,NAM,2020-06-15,0.42857,
Namibia,NAM,2020-06-16,0.14286,
Namibia,NAM,2020-06-17,0.42857,
Namibia,NAM,2020-06-18,0.71429,
Namibia,NAM,2020-06-19,1.14286,
Namibia,NAM,2020-06-20,2,
Namibia,NAM,2020-06-21,2,
Namibia,NAM,2020-06-22,3.28571,
Namibia,NAM,2020-06-23,4.42857,
Namibia,NAM,2020-06-24,5.42857,
Namibia,NAM,2020-06-25,5.71429,
Namibia,NAM,2020-06-26,6,
Namibia,NAM,2020-06-27,10.85714,
Namibia,NAM,2020-06-28,10.71429,
Namibia,NAM,2020-06-29,18.28571,
Namibia,NAM,2020-06-30,19,
Namibia,NAM,2020-07-01,18.71429,
Namibia,NAM,2020-07-02,29.85714,
Namibia,NAM,2020-07-03,30.28571,
Namibia,NAM,2020-07-04,32.71429,
Namibia,NAM,2020-07-05,36.28571,
Namibia,NAM,2020-07-06,32.71429,
Namibia,NAM,2020-07-07,41.28571,
Namibia,NAM,2020-07-08,48,
Namibia,NAM,2020-07-09,44,
Namibia,NAM,2020-07-10,46,
Namibia,NAM,2020-07-11,45.42857,
Namibia,NAM,2020-07-12,41.85714,
Namibia,NAM,2020-07-13,53.28571,
Namibia,NAM,2020-07-14,53.71429,
Namibia,NAM,2020-07-15,46.42857,
Namibia,NAM,2020-07-16,52.42857,
Namibia,NAM,2020-07-17,59.57143,
Namibia,NAM,2020-07-18,58.57143,
Namibia,NAM,2020-07-19,76.42857,
Namibia,NAM,2020-07-20,66,
Namibia,NAM,2020-07-21,69,
Namibia,NAM,2020-07-22,71.71429,
Namibia,NAM,2020-07-23,63.14286,
Namibia,NAM,2020-07-24,70,
Namibia,NAM,2020-07-25,77.14286,
Namibia,NAM,2020-07-26,69.14286,
Namibia,NAM,2020-07-27,75.42857,
Namibia,NAM,2020-07-28,71.28571,
Namibia,NAM,2020-07-29,78.71429,
Namibia,NAM,2020-07-30,83.42857,
Namibia,NAM,2020-07-31,75.71429,
Namibia,NAM,2020-08-01,73,
Namibia,NAM,2020-08-02,76.71429,
Namibia,NAM,2020-08-03,74.14286,
Namibia,NAM,2020-08-04,80.42857,
Namibia,NAM,2020-08-05,79,
Namibia,NAM,2020-08-06,79.14286,
Namibia,NAM,2020-08-07,85.71429,
Namibia,NAM,2020-08-08,96.14286,
Namibia,NAM,2020-08-09,82.57143,
Namibia,NAM,2020-08-10,93.57143,
Namibia,NAM,2020-08-11,99.28571,
Namibia,NAM,2020-08-12,108.42857,
Namibia,NAM,2020-08-13,123.71429,
Namibia,NAM,2020-08-14,127.42857,
Namibia,NAM,2020-08-15,132,
Namibia,NAM,2020-08-16,157.85714,
Namibia,NAM,2020-08-17,172.14286,
Namibia,NAM,2020-08-18,177.57143,
Namibia,NAM,2020-08-19,176.42857,
Namibia,NAM,2020-08-20,179.85714,
Namibia,NAM,2020-08-21,195.42857,
Namibia,NAM,2020-08-22,214.42857,
Namibia,NAM,2020-08-23,233,
Namibia,NAM,2020-08-24,242.85714,
Namibia,NAM,2020-08-25,240.85714,
Namibia,NAM,2020-08-26,242.28571,
Namibia,NAM,2020-08-27,252.28571,
Namibia,NAM,2020-08-28,257.14286,
Namibia,NAM,2020-08-29,239.85714,
Namibia,NAM,2020-08-30,225.42857,
Namibia,NAM,2020-08-31,215.85714,
Namibia,NAM,2020-09-01,217.14286,
Namibia,NAM,2020-09-02,218.85714,
Namibia,NAM,2020-09-03,201.85714,
Namibia,NAM,2020-09-04,195.71429,
Namibia,NAM,2020-09-05,202.42857,
Namibia,NAM,2020-09-06,199.71429,
Namibia,NAM,2020-09-07,188.57143,
Namibia,NAM,2020-09-08,180,
Namibia,NAM,2020-09-09,176.57143,
Namibia,NAM,2020-09-10,180.57143,
Namibia,NAM,2020-09-11,167.71429,
Namibia,NAM,2020-09-12,159.14286,
Namibia,NAM,2020-09-13,155.71429,
Namibia,NAM,2020-09-14,147.71429,
Namibia,NAM,2020-09-15,144,
Namibia,NAM,2020-09-16,139,
Namibia,NAM,2020-09-17,122.28571,
Namibia,NAM,2020-09-18,117.42857,
Namibia,NAM,2020-09-19,110,
Namibia,NAM,2020-09-20,98.28571,
Namibia,NAM,2020-09-21,94,
Namibia,NAM,2020-09-22,101.14286,
Namibia,NAM,2020-09-23,100.85714,
Namibia,NAM,2020-09-24,99.85714,
Namibia,NAM,2020-09-25,94.57143,
Namibia,NAM,2020-09-26,89.71429,
Namibia,NAM,2020-09-27,89.42857,
Namibia,NAM,2020-09-28,93.71429,
Namibia,NAM,2020-09-29,85,
Namibia,NAM,2020-09-30,76.14286,
Namibia,NAM,2020-10-01,86,
Namibia,NAM,2020-10-02,90.42857,
Namibia,NAM,2020-10-03,92.14286,
Namibia,NAM,2020-10-04,93.42857,
Namibia,NAM,2020-10-05,84.71429,
Namibia,NAM,2020-10-06,76.14286,
Namibia,NAM,2020-10-07,76.14286,
Namibia,NAM,2020-10-08,64.14286,
Namibia,NAM,2020-10-09,58.28571,
Namibia,NAM,2020-10-10,49.85714,
Namibia,NAM,2020-10-11,45.57143,
Namibia,NAM,2020-10-12,44.28571,
Namibia,NAM,2020-10-13,47.85714,
Namibia,NAM,2020-10-14,46.71429,
Namibia,NAM,2020-10-15,50.71429,
Namibia,NAM,2020-10-16,46,
Namibia,NAM,2020-10-17,55.14286,
Namibia,NAM,2020-10-18,53.14286,
Namibia,NAM,2020-10-19,51,
Namibia,NAM,2020-10-20,48.14286,
Namibia,NAM,2020-10-21,52.42857,
Nepal,NPL,2020-01-02,0,
Nepal,NPL,2020-01-03,0,
Nepal,NPL,2020-01-04,0,
Nepal,NPL,2020-01-05,0,
Nepal,NPL,2020-01-06,0,
Nepal,NPL,2020-01-07,0,
Nepal,NPL,2020-01-08,0,
Nepal,NPL,2020-01-09,0,
Nepal,NPL,2020-01-10,0,
Nepal,NPL,2020-01-11,0,
Nepal,NPL,2020-01-12,0,
Nepal,NPL,2020-01-13,0,
Nepal,NPL,2020-01-14,0,
Nepal,NPL,2020-01-15,0,
Nepal,NPL,2020-01-16,0,
Nepal,NPL,2020-01-17,0,
Nepal,NPL,2020-01-18,0,
Nepal,NPL,2020-01-19,0,
Nepal,NPL,2020-01-20,0,
Nepal,NPL,2020-01-21,0,
Nepal,NPL,2020-01-22,0,
Nepal,NPL,2020-01-23,0,
Nepal,NPL,2020-01-24,0,
Nepal,NPL,2020-01-25,0.14286,
Nepal,NPL,2020-01-26,0.14286,
Nepal,NPL,2020-01-27,0.14286,
Nepal,NPL,2020-01-28,0.14286,
Nepal,NPL,2020-01-29,0.14286,
Nepal,NPL,2020-01-30,0.14286,
Nepal,NPL,2020-01-31,0.14286,
Nepal,NPL,2020-02-01,0,
Nepal,NPL,2020-02-02,0,
Nepal,NPL,2020-02-03,0,
Nepal,NPL,2020-02-04,0,
Nepal,NPL,2020-02-05,0,
Nepal,NPL,2020-02-06,0,
Nepal,NPL,2020-02-07,0,
Nepal,NPL,2020-02-08,0,
Nepal,NPL,2020-02-09,0,
Nepal,NPL,2020-02-10,0,
Nepal,NPL,2020-02-11,0,
Nepal,NPL,2020-02-12,0,
Nepal,NPL,2020-02-13,0,
Nepal,NPL,2020-02-14,0,
Nepal,NPL,2020-02-15,0,
Nepal,NPL,2020-02-16,0,
Nepal,NPL,2020-02-17,0,
Nepal,NPL,2020-02-18,0,
Nepal,NPL,2020-02-19,0,
Nepal,NPL,2020-02-20,0,
Nepal,NPL,2020-02-21,0,
Nepal,NPL,2020-02-22,0,
Nepal,NPL,2020-02-23,0,
Nepal,NPL,2020-02-24,0,
Nepal,NPL,2020-02-25,0,
Nepal,NPL,2020-02-26,0,
Nepal,NPL,2020-02-27,0,
Nepal,NPL,2020-02-28,0,
Nepal,NPL,2020-02-29,0,
Nepal,NPL,2020-03-01,0,
Nepal,NPL,2020-03-02,0,
Nepal,NPL,2020-03-03,0,
Nepal,NPL,2020-03-04,0,
Nepal,NPL,2020-03-05,0,
Nepal,NPL,2020-03-06,0,
Nepal,NPL,2020-03-18,0,
Nepal,NPL,2020-03-19,0,
Nepal,NPL,2020-03-20,0,
Nepal,NPL,2020-03-21,0,
Nepal,NPL,2020-03-22,0,
Nepal,NPL,2020-03-23,0,
Nepal,NPL,2020-03-24,0.14286,
Nepal,NPL,2020-03-25,0.28571,
Nepal,NPL,2020-03-26,0.28571,
Nepal,NPL,2020-03-27,0.28571,
Nepal,NPL,2020-03-28,0.28571,
Nepal,NPL,2020-03-29,0.57143,
Nepal,NPL,2020-03-30,0.57143,
Nepal,NPL,2020-03-31,0.42857,
Nepal,NPL,2020-04-01,0.28571,
Nepal,NPL,2020-04-02,0.28571,
Nepal,NPL,2020-04-03,0.28571,
Nepal,NPL,2020-04-04,0.42857,
Nepal,NPL,2020-04-05,0.14286,
Nepal,NPL,2020-04-06,0.57143,
Nepal,NPL,2020-04-07,0.57143,
Nepal,NPL,2020-04-08,0.57143,
Nepal,NPL,2020-04-09,0.57143,
Nepal,NPL,2020-04-10,0.57143,
Nepal,NPL,2020-04-11,0.42857,
Nepal,NPL,2020-04-12,0.42857,
Nepal,NPL,2020-04-13,0.42857,
Nepal,NPL,2020-04-14,0.71429,
Nepal,NPL,2020-04-15,1,
Nepal,NPL,2020-04-16,1,
Nepal,NPL,2020-04-17,1,
Nepal,NPL,2020-04-18,3,
Nepal,NPL,2020-04-19,3.14286,
Nepal,NPL,2020-04-20,2.71429,
Nepal,NPL,2020-04-21,2.42857,
Nepal,NPL,2020-04-22,3.71429,
Nepal,NPL,2020-04-23,4.14286,
Nepal,NPL,2020-04-24,4.57143,
Nepal,NPL,2020-04-25,2.71429,
Nepal,NPL,2020-04-26,2.57143,
Nepal,NPL,2020-04-27,3,
Nepal,NPL,2020-04-28,3,
Nepal,NPL,2020-04-29,1.71429,
Nepal,NPL,2020-04-30,1.71429,
Nepal,NPL,2020-05-01,1.28571,
Nepal,NPL,2020-05-02,1.42857,
Nepal,NPL,2020-05-03,1.42857,
Nepal,NPL,2020-05-04,3.28571,
Nepal,NPL,2020-05-05,4.28571,
Nepal,NPL,2020-05-06,4,
Nepal,NPL,2020-05-07,6,
Nepal,NPL,2020-05-08,6.28571,
Nepal,NPL,2020-05-09,6,
Nepal,NPL,2020-05-10,7.14286,
Nepal,NPL,2020-05-11,6.42857,
Nepal,NPL,2020-05-12,7.42857,
Nepal,NPL,2020-05-13,19.28571,
Nepal,NPL,2020-05-14,17.14286,
Nepal,NPL,2020-05-15,22.42857,
Nepal,NPL,2020-05-16,25,
Nepal,NPL,2020-05-17,26,
Nepal,NPL,2020-05-18,26.28571,
